batch,code,size,api_code,api_batch,smcc_batch,lactose_batch,starch_batch,api_content,lactose_water,lactose_sieve0045,lactose_sieve015,lactose_sieve025,smcc_water,smcc_td,smcc_bd,smcc_ps01,smcc_ps05,smcc_ps09,starch_ph,starch_water,tbl_min_thickness,tbl_max_thickness,fct_min_thickness,fct_max_thickness,tbl_min_weight,tbl_max_weight,tbl_rsd_weight,fct_rsd_weight,tbl_min_hardness,tbl_max_hardness,tbl_av_hardness,fct_min_hardness,fct_max_hardness,fct_av_hardness,tbl_max_diameter,fct_max_diameter,tbl_yield,batch_yield,dissolution_av,dissolution_min,resodual_solvent,impurities_total,impurity_o,impurity_l,tbl_speed_mean,tbl_speed_change,tbl_speed_0_duration,total_waste,startup_waste,fom_mean,fom_change,SREL_startup_mean,SREL_production_mean,SREL_production_max,main_CompForce mean,main_CompForce_sd,main_CompForce_median,pre_CompForce_mean,tbl_fill_mean,tbl_fill_sd,cyl_height_mean,stiffness_mean,stiffness_max,stiffness_min,ejection_mean,ejection_max,ejection_min,Startup_tbl_fill_maxDifference,Startup_main_CompForce_mean,Startup_tbl_fill_mean,Drug release average (%),Drug release min (%),Residual solvent,Total impurities,Impurity O,Impurity L,impurities_scaled,tbl_tensile,Drug release average
549,17,960000,3,117,9,10,10,94.5,0.05,18.686159255980503,50,83,4.386,0.45,0.34,32.764,122.547,260.382,4.6,2.406,4.0,4.1,4.1,4.1,219.0,231.0,1.28,0.92,40.0,68.0,53,62.72,80.36,73.5,8.1,8.0,99.148,99.281,92.67,87,0.08,0.07,0.05,0.05,119.9606029,1.5625,30.83333333,310.9375,2927,79.9782761,12,8.433333333,3.683532723,8.7,6.3846968861205475,0.092797219,6.1,0.0,6.728117523,0.08109387,2.164074595,35.49331457,62,29,205.6358198,230,192,0.06,5.963636364,6.7,92.67,87.0,0.08,0.07,0.05,0.05,0.08695652173913043,2.2223009353726035,100.7266015992489
579,17,960000,3,119,10,11,11,94.3,0.06,18.468771033319005,49,81,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,4.0,4.1,4.1,4.2,220.0,233.0,1.56,1.16,33.0,66.0,47,54.88,78.4,69.58,8.1,8.1,98.816,98.682,90.67,85,0.12,0.13,0.05,0.05,119.7982049,8.75,89.0625,967.6041667,2035,79.8742536,10,3.54,4.626330631,10.2,7.37973734546589,0.164175996,5.5,0.0,6.814470339,0.171304556,2.111836158,43.98728814,65,3,173.5607345,252,60,0.94,5.488888889,6.231111111,90.67,85.0,0.12,0.13,0.05,0.05,0.3478260869565216,1.707974755388368,101.5572047354183
580,17,960000,3,119,10,11,11,94.3,0.06,19.03679547303422,49,81,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.9,4.0,4.0,4.0,220.0,231.0,1.2,0.71,43.0,73.0,56,68.6,86.24,78.4,8.1,8.1,97.301,97.345,86.33,78,0.13,0.08,0.05,0.05,119.8243158,4.895833333,74.16666667,2370.520833,9494,79.97790249,14,4.134375,3.090599503,13.5,6.843845313965352,0.732328018,6.2,0.037318198,6.600191557,0.150748425,1.961525364,55.82795317,68,3,187.2511529,247,93,0.94,5.24516129,6.396129032,86.33,78.0,0.13,0.08,0.05,0.05,0.13043478260869562,2.1158434701124937,102.7
581,17,960000,3,126,10,11,11,,0.06,18.658653735871756,49,81,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.9,3.9,4.0,4.1,223.0,231.0,0.88,0.77,50.0,77.0,63,78.4,107.8,93.1,8.0,8.1,98.958,99.051,89.33,80,0.11,0.16,0.07,0.05,119.982975,2.083333333,48.22916667,685.9375,6493,80.0,9,3.954545455,2.643055062,9.0,8.068874456233562,0.080009559,7.0,0.057655417,6.622067496,0.095711467,1.963548845,53.6312611,59,29,187.0554174,215,121,0.78,7.768181818,6.379545455,89.33,80.0,0.11,0.16,0.07,0.05,0.4782608695652173,1.8805675076646466,101.95744332208287
582,17,960000,3,126,10,11,11,,0.06,18.60880660952494,49,81,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.9,4.0,4.0,4.1,219.0,231.0,1.08,0.9,48.0,72.0,58,66.64,90.16,79.38,8.1,8.1,98.106,98.175,88.83,85,0.13,0.09,0.05,0.05,119.9818664,2.1875,34.79166667,1311.041667,12316,79.97773852,12,3.387804878,3.010541413,9.9,7.0593037237101735,0.10027857,6.3,0.0,6.701480817,0.097279686,2.027332377,51.68124776,58,15,172.4618143,216,122,0.58,6.505,6.4965,88.83,85.0,0.13,0.09,0.05,0.05,0.1739130434782608,1.9289079276594703,99.0834173171727
583,17,960000,3,130,10,11,11,94.4,0.06,18.83607894615292,49,81,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.9,4.1,4.0,4.2,221.0,229.0,0.92,0.87,43.0,76.0,56,68.6,90.16,79.38,8.1,8.1,98.816,98.866,88.83,82,0.16,0.09,0.05,0.05,119.9411972,2.5,42.70833333,948.125,4352,79.9781767,7,6.30625,3.046017699,9.7,6.970137348166563,0.416553074,5.5,0.0,6.685040708,0.102979722,2.087486726,53.56035398,64,21,172.219469,190,104,0.45,6.493333333,6.422,88.83,82.0,0.16,0.09,0.05,0.05,0.1739130434782608,2.247436854210457,100.92043569489117
584,17,960000,3,130,10,11,11,94.4,0.06,18.82465214682141,49,81,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.9,4.0,4.0,4.1,223.0,231.0,0.88,0.8,48.0,69.0,57,78.4,92.12,85.26,8.1,8.1,98.769,98.82,85.17,80,0.14,0.09,0.05,0.05,119.9643966,2.708333333,44.58333333,1002.291667,7230,79.95557123,11,5.756,3.165741729,10.7,7.037113235248832,0.124203448,6.1,0.0,6.725572954,0.11829922,2.043046263,50.71814947,63,14,174.6298932,269,107,0.66,6.954166667,6.59125,85.17,80.0,0.14,0.09,0.05,0.05,0.1739130434782608,2.1263647084214106,102.45177858822709
585,17,960000,3,130,10,11,11,94.4,0.06,18.557239568038366,49,81,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.9,4.0,4.1,4.1,224.0,230.0,0.77,0.7,45.0,68.0,55,74.48,86.24,80.36,8.1,8.1,99.148,99.235,88.0,84,0.14,0.09,0.05,0.05,119.9592711,1.458333333,27.08333333,299.375,2797,80.0,7,3.963636364,3.022309059,7.9,6.875766992591699,0.094726805,5.9,0.0,6.771239787,0.090260173,2.059591474,45.86039076,57,22,172.2198934,191,159,0.48,6.463636364,6.631818182,88.0,84.0,0.14,0.09,0.05,0.05,0.1739130434782608,2.374817202185917,101.11235128340698
586,17,960000,3,132,10,11,11,93.7,0.06,18.157621521264158,49,81,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.9,4.0,4.1,4.2,224.0,230.0,0.76,0.85,45.0,66.0,55,72.52,88.2,82.32,8.1,8.1,99.148,99.235,89.5,86,0.18,0.2,0.06,0.05,119.9812764,1.875,35.20833333,569.375,5250,79.97779344,11,4.761111111,3.157360766,9.8,9.571938973221409,0.092115394,5.9,0.0,6.75626818,0.098206307,2.064065271,48.0148989,62,25,167.9265697,209,100,0.78,6.682352941,6.445294118,89.5,86.0,0.18,0.2,0.06,0.05,0.6521739130434782,1.0963376750803642,100.02881861537048
587,17,960000,3,132,10,11,11,93.7,0.06,17.874963934201414,49,81,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.9,4.1,4.1,4.2,222.0,228.0,0.76,0.83,45.0,71.0,56,68.6,94.08,78.4,8.1,8.0,99.1,98.912,87.83,82,0.12,0.2,0.05,0.06,119.9956368,1.458333333,40.83333333,207.6041667,1844,79.97801418,7,3.622222222,2.673247954,5.8,9.727924612031497,0.093683393,6.3,0.055958734,6.511515475,0.106625937,2.030821772,46.50658129,53,0,173.7595162,191,118,0.21,6.0,6.56375,87.83,82.0,0.12,0.2,0.05,0.06,0.6521739130434782,1.2974057323918948,98.3459670772862
588,17,960000,3,132,10,11,11,93.7,0.06,18.654312090071507,49,81,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,4.0,4.0,4.1,4.1,223.0,230.0,0.81,0.78,43.0,74.0,56,78.4,84.28,79.38,8.1,8.0,99.195,99.097,89.17,84,0.11,0.15,0.06,0.05,119.9935848,1.25,42.1875,395.5208333,3721,79.97780127,9,5.8,3.095111583,9.4,7.979925195938684,0.091785793,5.7,0.0,6.550797024,0.094937233,2.09,52.24229543,57,10,174.0747432,191,152,0.25,5.814285714,6.457857143,89.17,84.0,0.11,0.15,0.06,0.05,0.434782608695652,1.3143619271100428,102.35711053322157
589,17,960000,3,132,10,11,11,93.7,0.06,18.446606164104274,49,81,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.9,4.0,4.1,4.1,224.0,229.0,0.72,0.74,49.0,70.0,59,70.56,90.16,79.38,8.1,8.0,99.29,99.143,91.17,87,0.14,0.15,0.06,0.05,119.9629381,1.458333333,45.3125,325.9375,2937,80.0,6,3.027272727,3.09090263,8.8,8.129643555985718,0.098490787,5.7,0.0,6.650266525,0.093144117,2.098130775,46.97619048,55,0,175.9651741,191,47,0.73,6.1,6.408181818,91.17,87.0,0.14,0.15,0.06,0.05,0.434782608695652,1.7274507566216721,100.31489508660268
590,17,960000,3,132,10,11,11,93.7,0.06,17.984253532183185,49,81,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,4.0,4.1,4.1,4.2,221.0,229.0,0.91,0.65,43.0,67.0,52,66.64,88.2,73.5,8.1,8.0,98.864,98.774,91.0,86,0.12,0.19,0.05,0.05,119.9738532,2.5,33.95833333,670.2083333,5889,79.97777778,10,5.557142857,3.026190476,8.8,9.102360639977384,0.095323305,5.3,0.0,6.608511016,0.094954217,2.14,50.25373134,56,0,171.7562189,185,113,0.33,5.23,6.501,91.0,86.0,0.12,0.19,0.05,0.05,0.6086956521739129,1.4352398591673097,99.58179947792742
591,17,960000,3,134,10,12,11,94.3,0.05,18.652186684981555,47,82,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,4.0,4.1,4.1,4.2,225.0,232.0,0.78,0.62,40.0,60.0,50,64.68,96.04,72.52,8.1,8.0,97.254,97.161,88.17,82,0.17,0.08,0.05,0.05,119.9890858,6.354166667,116.3541667,2449.0625,1769,80.0,6,3.3375,2.964925373,13.6,6.899667384838364,0.535755367,5.4,0.032054016,6.652064677,0.11041032,2.104474058,45.3535892,62,9,174.2842928,276,89,0.36,5.1,6.51375,88.17,82.0,0.17,0.08,0.05,0.05,0.13043478260869562,2.0523063140004623,102.7
592,17,960000,3,134,10,12,11,94.3,0.05,18.492407715612952,47,82,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.9,4.0,4.0,4.1,222.0,229.0,0.84,0.68,43.0,64.0,54,70.56,88.2,79.38,8.1,8.0,98.58,98.544,90.67,86,0.1,0.13,0.05,0.05,119.9818054,4.270833333,39.375,1063.645833,5092,80.0,9,4.652941176,3.083753104,8.3,8.201363295479965,0.078895447,6.3,0.018481731,6.59714083,0.093226898,2.02,44.54700248,48,15,173.4164597,191,100,0.36,6.782352941,6.565294118,90.67,86.0,0.1,0.13,0.05,0.05,0.3478260869565216,1.4972135878628416,102.09672956262527
593,17,960000,3,134,10,12,11,94.3,0.05,18.311909979739855,47,82,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.9,4.0,4.1,4.1,223.0,230.0,0.77,0.79,42.0,69.0,54,68.6,98.0,83.3,8.1,8.0,99.479,99.604,95.67,91,0.15,0.13,0.05,0.05,119.9885442,0.833333333,35.10416667,338.2291667,3203,79.97780127,5,3.335714286,3.183994334,9.6,7.630809596794754,0.084315519,6.0,0.0,6.618831445,0.093541234,2.044065156,45.79532578,48,0,167.4256374,179,114,0.19,5.938461538,6.471538462,95.67,91.0,0.15,0.13,0.05,0.05,0.3478260869565216,1.6823100805567222,98.02999193515045
594,17,960000,3,134,10,12,11,94.3,0.05,18.60286590051605,47,82,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.8,3.9,4.0,4.1,222.0,230.0,0.88,0.91,42.0,66.0,52,64.68,80.36,74.48,8.1,8.1,98.39,97.99,95.17,88,0.06,0.09,0.05,0.05,119.8817676,3.75,52.08333333,1037.708333,9489,39.95132128,16,7.025806452,3.443233743,8.7,6.605878509033362,0.093339522,6.8,0.000843882,6.283087201,0.063015707,2.090759494,29.63431786,36,4,175.2035865,197,116,0.6,6.68,6.061,95.17,88.0,0.06,0.09,0.05,0.05,0.1739130434782608,1.715907434081917,101.5193862775465
595,17,960000,3,134,10,12,11,94.3,0.05,18.944001628104687,47,82,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.8,3.9,4.0,4.1,221.0,230.0,1.09,0.84,42.0,69.0,53,64.68,86.24,74.48,8.1,8.1,99.053,98.497,90.33,83,0.06,0.08,0.05,0.05,119.9712158,1.875,25.10416667,647.7083333,5961,39.99203601,10,5.004545455,3.729448709,9.5,6.830874714996223,0.083315583,6.8,0.0,6.285478018,0.087546338,2.108318214,28.81786462,38,5,176.2491277,197,87,0.15,6.833333333,6.13047619,90.33,83.0,0.06,0.08,0.05,0.05,0.13043478260869562,2.375729812105647,102.7
596,17,960000,3,136,10,12,11,94.3,0.05,18.671343786308142,47,82,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.8,3.9,4.0,4.1,220.0,230.0,1.06,0.87,38.0,68.0,51,62.72,86.24,71.54,8.1,8.1,95.691,94.994,90.5,83,0.06,0.12,0.07,0.05,119.7600418,9.375,90.52083333,2354.0625,4054,40.01182609,7,5.264705882,3.39293212,8.1,7.703226315444249,0.16757341,6.2,0.0,6.207840392,0.095570261,2.163486174,28.3220161,37,2,165.4928246,240,62,0.58,7.10625,5.999375,90.5,83.0,0.06,0.12,0.07,0.05,0.30434782608695643,1.8683666155496808,98.09152140815847
597,17,960000,3,136,10,12,11,94.3,0.05,18.343097749714495,47,82,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.8,3.9,4.0,4.1,218.0,228.0,1.27,0.72,44.0,70.0,57,68.6,94.08,78.4,8.1,8.0,98.39,97.806,93.17,90,0.02,0.11,0.06,0.05,119.8817115,2.5,51.97916667,1367.5,13097,39.99206623,19,3.18372093,3.37272409,8.6,7.617461939881155,0.065616449,6.6,0.021673669,6.130206583,0.063036914,2.092065826,29.80882353,35,5,173.2934174,190,113,0.3,6.34047619,6.078571429,93.17,90.0,0.02,0.11,0.06,0.05,0.26086956521739124,2.390529225529965,98.22364365587669
598,17,960000,3,136,10,12,11,94.3,0.05,18.965431692056725,47,82,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.8,3.9,4.0,4.1,221.0,229.0,1.01,0.87,47.0,73.0,57,70.56,94.08,82.32,8.1,8.0,99.195,98.636,86.83,82,0.02,0.1,0.05,0.05,119.9852544,1.979166667,29.47916667,442.8125,4167,39.97683264,12,6.433333333,3.610020877,5.8,7.157477444454483,0.069941437,6.7,0.008455115,6.16480167,0.075684455,2.103322895,31.46694502,42,5,177.0532359,196,104,0.27,6.846666667,6.072,86.83,82.0,0.02,0.1,0.05,0.05,0.21739130434782605,1.9920111623773038,102.7
599,17,960000,3,136,10,12,11,94.3,0.05,18.371114328169227,47,82,4.361,0.45,0.31,31.402,116.091,252.472,4.5,2.638,3.8,3.9,4.0,4.0,220.0,227.0,0.8,0.84,46.0,72.0,59,70.56,86.24,79.38,8.1,8.0,99.1,98.451,91.67,84,0.02,0.11,0.06,0.05,120.0,0.9375,40.52083333,663.8541667,6358,39.99896194,9,2.476190476,3.654862321,4.7,7.13441173767052,0.058539861,6.5,0.0,6.160435692,0.023633913,2.1,29.53433252,35,27,181.397351,198,162,0.47,6.752380952,5.917619048,91.67,84.0,0.02,0.11,0.06,0.05,0.26086956521739124,2.0533311942846124,102.7
611,17,960000,3,141,11,13,11,94.6,0.05,18.651577816491557,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.5,2.638,4.0,4.3,4.1,4.1,218.0,233.0,1.88,1.76,32.0,74.0,54,58.8,76.44,68.6,8.1,8.1,96.875,96.008,90.67,86,0.06,0.18,0.06,0.05,119.8338134,6.5625,52.29166667,2144.791667,19938,99.51678082,37,10.60144928,6.843949491,9.0,8.634798384189082,0.067282455,5.0,1.61445107,6.512532445,0.178494204,1.916222378,150.5801473,654,0,122.9207296,142,70,1.07,5.898461538,6.418923077,90.67,86.0,0.06,0.18,0.06,0.05,0.5652173913043477,1.5801892512567892,100.26376345249119
612,17,960000,3,141,11,13,11,94.6,0.05,18.26445173507776,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.5,2.638,4.0,4.1,4.1,4.1,217.0,229.0,1.61,1.63,35.0,73.0,52,58.8,82.32,66.64,8.0,8.0,97.68,96.838,89.67,86,0.07,0.14,0.07,0.05,119.8794187,3.020833333,37.5,1627.083333,12013,69.89685492,22,8.254761905,6.691423671,10.3,7.977102468761864,0.080742558,4.6,1.500411382,6.720061707,0.188875625,1.961895783,111.7377443,649,0,122.4353788,141,78,0.4,4.764285714,6.546904762,89.67,86.0,0.07,0.14,0.07,0.05,0.3913043478260869,1.3992572971811486,98.36706415934103
613,17,960000,3,141,11,13,11,94.6,0.05,17.943866615612972,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.5,2.638,4.0,4.1,4.1,4.1,218.0,233.0,1.55,1.45,38.0,75.0,56,56.84,82.32,64.68,8.1,8.1,98.295,97.345,90.33,85,0.04,0.19,0.07,0.05,119.7167068,4.6875,47.91666667,957.6041667,4346,69.98174302,6,10.34444444,6.216187175,9.9,9.13793084041455,0.082011832,4.6,1.492768166,6.702020761,0.06612762,1.957474048,3.153979239,601,0,122.3224913,148,53,1.06,5.184210526,6.867894737,90.33,85.0,0.04,0.19,0.07,0.05,0.6086956521739129,1.4487328849447387,99.23092997504541
614,17,960000,3,141,11,13,11,94.6,0.05,18.46756012790563,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.5,2.638,4.0,4.0,4.1,4.1,220.0,231.0,1.1,1.37,42.0,71.0,55,62.72,80.36,71.54,8.1,8.1,98.438,97.437,87.33,82,0.02,0.11,0.05,0.05,119.9603334,4.791666667,28.33333333,690.625,3058,69.92753121,13,11.82666667,6.001812478,10.3,6.898704309175851,0.0768641,4.6,1.518688982,6.745209205,0.060683741,1.969975593,8.24511855,638,0,120.8354254,136,66,0.2,4.490909091,6.483636364,87.33,82.0,0.02,0.11,0.05,0.05,0.26086956521739124,2.4,100.7211539450879
615,17,960000,3,141,11,13,11,94.6,0.05,18.278219567050588,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.5,2.638,4.0,4.1,4.0,4.1,220.0,231.0,1.22,1.17,36.0,69.0,53,56.84,72.52,65.66,8.1,8.1,98.627,98.175,87.83,85,0.02,0.17,0.05,0.05,119.9018855,3.333333333,23.4375,932.9166667,8083,69.94523893,23,7.826666667,5.455727882,11.0,8.86761830457864,0.089169387,4.9,1.763094818,6.939115263,0.084863367,1.915128657,177.1871695,656,0,135.5741981,157,87,0.44,4.485185185,6.615185185,87.83,85.0,0.02,0.17,0.05,0.05,0.5217391304347825,1.8428032312924278,98.68416629247312
616,17,960000,3,143,11,13,11,94.6,0.05,18.286332504292965,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.5,2.638,3.9,4.0,4.1,4.2,222.0,234.0,1.43,1.3,45.0,72.0,58,66.64,86.24,78.4,8.1,8.0,98.295,97.898,90.5,90,0.07,0.19,0.05,0.06,119.8355809,7.5,29.16666667,1115.416667,8545,69.98202558,12,10.134375,6.052149598,8.5,9.255847072453628,0.101426605,4.7,1.565921007,6.878699755,0.129955833,1.937011534,206.0041943,651,0,125.012583,144,69,0.6,4.232258065,6.611935484,90.5,90.0,0.07,0.19,0.05,0.06,0.6086956521739129,1.0614459992965792,95.04654850096497
617,17,960000,3,143,11,13,11,94.6,0.05,17.893640195427874,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.5,2.638,3.9,4.0,4.1,4.1,221.0,230.0,1.19,1.61,42.0,72.0,57,66.64,80.36,74.48,8.1,8.1,97.633,97.069,89.0,83,0.06,0.18,0.06,0.05,119.8286848,4.479166667,38.125,1198.75,4633,69.96412556,7,6.678947368,7.216111111,10.3,8.910403911736918,0.115262817,4.5,1.483530229,6.896865879,0.081318921,1.964815844,416.9030577,657,0,124.299861,141,68,0.28,4.557894737,6.687894737,89.0,83.0,0.06,0.18,0.06,0.05,0.5652173913043477,2.318554030364226,98.97589431373103
618,17,960000,3,143,11,13,11,94.6,0.05,18.485281489158183,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.5,2.638,4.0,4.1,4.1,4.2,216.0,230.0,1.47,1.73,38.0,73.0,54,62.72,84.28,75.46,8.1,8.0,97.348,96.93,84.67,81,0.04,0.13,0.05,0.05,119.9776393,1.666666667,40.625,1290.9375,3302,69.98201314,10,7.566666667,7.301947149,9.7,7.672607387597505,0.10968196,4.7,1.530667594,7.043438804,0.095538911,1.967965925,521.5963143,657,0,129.933936,147,113,0.36,5.176923077,6.536153846,84.67,81.0,0.04,0.13,0.05,0.05,0.3478260869565216,2.091630709543305,100.6481730799422
619,17,960000,3,143,11,13,11,94.6,0.05,18.016703279709287,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.5,2.638,4.0,4.1,4.1,4.1,220.0,234.0,1.78,1.43,36.0,72.0,55,66.64,86.24,74.48,8.1,8.0,97.727,97.483,88.0,85,0.04,0.22,0.07,0.07,119.8514483,3.75,27.5,1572.604167,8341,79.85108583,17,7.71,6.618007663,9.2,9.958243080854105,0.103294713,4.8,1.54754441,6.902211773,0.075890659,1.962518286,212.8596308,648,0,134.3023337,155,57,0.26,4.331034483,6.586896552,88.0,85.0,0.04,0.22,0.07,0.07,0.7391304347826085,1.2848996510345903,95.4667849840958
620,17,960000,3,143,11,13,11,94.6,0.05,18.480098590404356,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.5,2.638,4.0,4.1,4.1,4.2,222.0,235.0,1.48,1.33,32.0,63.0,49,64.68,78.4,70.56,8.1,8.0,98.911,98.82,86.33,82,0.04,0.16,0.05,0.08,119.9892042,2.291666667,26.25,612.9166667,3616,79.93536122,10,15.4,6.35771369,10.5,8.554060173849924,0.097138717,4.5,1.545584145,6.774986092,0.057043994,2.008261474,25.40229485,640,0,128.015299,146,79,0.93,4.421428571,6.662142857,86.33,82.0,0.04,0.16,0.05,0.08,0.4782608695652173,1.3238679473972883,102.59516765541406
621,17,960000,3,145,11,13,11,94.6,0.05,18.13575462355089,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.5,2.638,3.9,4.0,4.1,4.1,220.0,230.0,1.08,1.15,40.0,68.0,52,62.72,84.28,73.5,8.1,8.0,98.438,97.944,89.67,85,0.08,0.19,0.06,0.05,119.9348082,1.5625,28.85416667,1328.125,12613,99.77877636,13,6.514634146,5.168828892,8.2,9.21871361118866,0.082096476,5.0,1.29786115,6.630483871,0.047035335,1.928681627,0.488429173,528,0,128.164446,144,116,0.47,4.948780488,6.61195122,89.67,85.0,0.08,0.19,0.06,0.05,0.6086956521739129,1.4576871607534938,97.62012538204635
626,17,960000,3,154,12,13,12,94.2,0.05,18.383512398650435,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.4,2.187,4.0,4.1,4.1,4.1,224.0,230.0,0.88,0.7,36.0,65.0,54,66.64,88.2,77.42,8.2,8.1,98.438,98.544,88.33,85,0.04,0.13,0.05,0.05,99.97251617,4.375,42.29166667,812.9166667,7764,79.98178078,18,4.133333333,2.393738872,5.4,7.529905426747697,0.06222578,6.4,0.035163205,6.541068249,0.031445602,1.939563798,57.48605341,66,47,184.6480712,199,136,0.72,4.80625,6.291875,88.33,85.0,0.04,0.13,0.05,0.05,0.3478260869565216,1.7885637562012893,100.01761491949036
627,17,960000,3,156,12,13,12,94.4,0.05,18.36539050696735,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.4,2.187,4.0,4.1,4.1,4.2,224.0,233.0,0.96,1.13,35.0,68.0,54,68.6,84.28,76.44,8.1,8.1,99.527,99.788,90.83,86,0.03,0.13,0.05,0.05,100.0,1.5625,57.5,533.75,5083,79.9632677,12,3.495454545,2.658473824,6.2,7.798238923098971,0.065832871,6.2,0.0,6.651789411,0.049633789,1.954483881,52.97249335,60,31,177.4525288,195,155,0.22,5.96,6.485,90.83,86.0,0.03,0.13,0.05,0.05,0.3478260869565216,1.949447143692412,102.7
628,17,960000,3,156,12,13,12,94.4,0.05,18.2092796358981,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.4,2.187,4.0,4.1,4.1,4.1,223.0,232.0,0.95,0.96,38.0,66.0,53,72.52,86.24,78.4,8.2,8.1,98.864,99.143,87.33,82,0.1,0.15,0.05,0.06,119.937284,3.125,56.875,823.9583333,7154,79.93410853,14,6.684615385,3.133108108,8.6,8.189153172259159,0.10321918,6.8,0.207861971,6.716364283,0.057795328,1.927634294,61.95766631,69,33,194.5549626,247,128,0.2,6.004166667,6.481666667,87.33,82.0,0.1,0.15,0.05,0.06,0.434782608695652,1.273884584268926,99.41751871298905
629,17,960000,3,158,12,13,12,94.6,0.05,18.66264198274001,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.4,2.187,4.0,4.1,4.1,4.1,222.0,232.0,1.11,0.94,40.0,71.0,58,80.36,92.12,85.26,8.2,8.0,98.39,98.728,89.33,84,0.07,0.12,0.05,0.05,119.9987663,1.25,24.27083333,1185.416667,11367,80.0,11,5.136842105,3.17738478,8.5,7.687134005076778,0.108805258,6.4,0.0,6.722547338,0.053916441,1.926098607,61.57877814,68,29,178.2379421,194,162,0.69,6.55,6.54,89.33,84.0,0.07,0.12,0.05,0.05,0.30434782608695643,2.3490322766380123,98.10278596434156
630,17,960000,3,158,12,13,12,94.6,0.05,18.390248322132113,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.4,2.187,4.0,4.1,4.1,4.1,218.0,231.0,1.35,1.1,46.0,69.0,56,70.56,98.0,82.32,8.1,8.1,99.29,99.465,88.0,78,0.04,0.13,0.05,0.05,119.9501581,1.666666667,29.47916667,484.1666667,4574,79.97787921,10,4.6,3.54404804,8.4,7.567767264172313,0.109914426,6.1,0.0,6.724411869,0.064766489,1.955990816,60.91416461,67,38,174.3719534,229,153,0.18,6.2375,6.6325,88.0,78.0,0.04,0.13,0.05,0.05,0.3478260869565216,2.07052766052562,96.58439709044107
631,17,960000,3,158,12,13,12,94.6,0.05,17.99023912608821,51,81,4.595,0.45,0.33,31.362,126.084,266.127,4.4,2.187,4.0,4.1,4.1,4.1,224.0,232.0,0.93,0.93,37.0,64.0,53,66.64,82.32,74.48,8.2,8.1,99.479,99.65,84.33,81,0.12,0.18,0.05,0.05,119.9669009,1.25,25.52083333,329.2708333,3133,80.0,6,7.061538462,3.572714437,8.1,8.950260325766985,0.111924626,5.9,0.0,6.741990822,0.040499057,1.988136251,60.90928345,66,38,175.2086128,256,124,0.2,5.638461538,6.59,84.33,81.0,0.12,0.18,0.05,0.05,0.5652173913043477,1.5125466451852483,97.77018780669304
632,17,960000,3,158,12,14,12,94.6,0.05,18.20906639947896,52,83,4.595,0.45,0.33,31.362,126.084,266.127,4.4,2.187,4.0,4.1,4.1,4.2,224.0,231.0,0.81,0.94,37.0,66.0,50,64.68,86.24,76.44,8.2,8.1,98.153,98.313,90.33,86,0.07,0.19,0.06,0.05,119.9239704,3.333333333,49.375,1468.229167,2963,79.97818438,12,6.6,3.498728365,8.8,9.130341444466138,0.186795466,5.7,0.0,6.775623455,0.056586263,1.991953373,61.76474744,71,42,173.404804,200,96,0.0,5.03,6.55,90.33,86.0,0.07,0.19,0.06,0.05,0.6086956521739129,1.1882634547921629,98.65531299855006
